ID,DATAISTITUZIONE,DATACESSAZIONE,CODISTAT,CODCATASTALE,DENOMINAZIONE_IT,DENOMTRASLITTERATA,ALTRADENOMINAZIONE,ALTRADENOMTRASLITTERATA,IDPROVINCIA,IDPROVINCIAISTAT,IDREGIONE,IDPREFETTURA,STATO,SIGLAPROVINCIA,FONTE,DATAULTIMOAGG,COD_DENOM
2053,1948-01-15,9999-12-31,003039,B883,CASALEGGIO NOVARA,CASALEGGIO NOVARA,,,3,003,01,NO,A,NO,,2016-06-17,
2056,1866-11-19,9999-12-31,023019,B886,CASALEONE,CASALEONE,,,23,023,05,VR,A,VR,,2016-06-17,
17004,1938-02-19,9999-12-31,019018,B889,CASALETTO CEREDANO,CASALETTO CEREDANO,,,19,019,03,CR,A,CR,,2016-06-17,
2061,1861-03-17,9999-12-31,019019,B890,CASALETTO DI SOPRA,CASALETTO DI SOPRA,,,19,019,03,CR,A,CR,,2016-06-17,
2057,1992-04-16,9999-12-31,098008,B887,CASALETTO LODIGIANO,CASALETTO LODIGIANO,,,98,098,03,LO,A,LO,,2016-06-17,
2059,1862-12-29,9999-12-31,065027,B888,CASALETTO SPARTANO,CASALETTO SPARTANO,,,65,065,15,SA,A,SA,,2016-06-17,
2062,1861-03-17,9999-12-31,019020,B891,CASALETTO VAPRIO,CASALETTO VAPRIO,,,19,019,03,CR,A,CR,,2016-06-17,
2063,1861-03-17,9999-12-31,037012,B892,CASALFIUMANESE,CASALFIUMANESE,,,37,037,08,BO,A,BO,,2016-06-17,
2064,1861-03-17,9999-12-31,035012,B893,CASALGRANDE,CASALGRANDE,,,35,035,08,RE,A,RE,,2016-06-17,
2065,1861-03-17,9999-12-31,004045,B894,CASALGRASSO,CASALGRASSO,,,4,004,01,CN,A,CN,,2016-06-17,
22988,2017-05-05,9999-12-31,078156,M385,CASALI DEL MANCO,CASALI DEL MANCO,,,78,078,18,CS,A,CS,,2017-09-06,
2067,1861-03-17,9999-12-31,069016,B896,CASALINCONTRADA,CASALINCONTRADA,,,69,069,13,CH,A,CH,,2016-06-17,
2068,1869-04-26,9999-12-31,003040,B897,CASALINO,CASALINO,,,3,003,01,NO,A,NO,,2016-06-17,
17005,1915-04-16,9999-12-31,019021,B898,CASALMAGGIORE,CASALMAGGIORE,,,19,019,03,CR,A,CR,,2016-06-17,
2070,1992-04-16,9999-12-31,098009,B899,CASALMAIOCCO,CASALMAIOCCO,,,98,098,03,LO,A,LO,,2016-06-17,
2072,1867-09-07,9999-12-31,019022,B900,CASALMORANO,CASALMORANO,,,19,019,03,CR,A,CR,,2016-06-17,
2073,1868-07-01,9999-12-31,020010,B901,CASALMORO,CASALMORO,,,20,020,03,MN,A,MN,,2016-06-17,
2074,1861-03-17,9999-12-31,006040,B902,CASALNOCETO,CASALNOCETO,,,6,006,01,AL,A,AL,,2016-06-17,
2077,1929-04-13,9999-12-31,063017,B905,CASALNUOVO DI NAPOLI,CASALNUOVO DI NAPOLI,,,63,063,15,NA,A,NA,,2016-06-17,
2076,1862-11-10,9999-12-31,071013,B904,CASALNUOVO MONTEROTARO,CASALNUOVO MONTEROTARO,,,71,071,16,FG,A,FG,,2016-06-17,
2079,1868-07-01,9999-12-31,020011,B907,CASALOLDO,CASALOLDO,,,20,020,03,MN,A,MN,,2016-06-17,
2082,1992-04-16,9999-12-31,098010,B910,CASALPUSTERLENGO,CASALPUSTERLENGO,,,98,098,03,LO,A,LO,,2016-06-17,
2084,1868-07-01,9999-12-31,020012,B911,CASALROMANO,CASALROMANO,,,20,020,03,MN,A,MN,,2016-06-17,
2085,1941-02-07,9999-12-31,028028,B912,CASALSERUGO,CASALSERUGO,,,28,028,05,PD,A,PD,,2016-06-17,
17006,1946-12-21,9999-12-31,061020,B916,CASALUCE,CASALUCE,,,61,061,15,CE,A,CE,,2016-06-17,
2091,1862-11-10,9999-12-31,071014,B917,CASALVECCHIO DI PUGLIA,CASALVECCHIO DI PUGLIA,,,71,071,16,FG,A,FG,,2016-06-17,
2092,1939-07-12,9999-12-31,083012,B918,CASALVECCHIO SICULO,CASALVECCHIO SICULO,,,83,083,19,ME,A,ME,,2016-06-17,
2093,1927-01-12,9999-12-31,060018,B919,CASALVIERI,CASALVIERI,,,60,060,12,FR,A,FR,,2016-06-17,
2094,1861-03-17,9999-12-31,003041,B920,CASALVOLONE,CASALVOLONE,,,3,003,01,NO,A,NO,,2016-06-17,
2095,1928-01-18,9999-12-31,012037,B921,CASALZUIGNO,CASALZUIGNO,,,12,012,03,VA,A,VA,,2016-06-17,
2096,1946-07-03,9999-12-31,063018,B922,CASAMARCIANO,CASAMARCIANO,,,63,063,15,NA,A,NA,,2016-06-17,
17007,1929-07-10,9999-12-31,072015,B923,CASAMASSIMA,CASAMASSIMA,,,72,072,16,BA,A,BA,,2016-06-17,
2098,1956-08-15,9999-12-31,063019,B924,CASAMICCIOLA TERME,CASAMICCIOLA TERME,,,63,063,15,NA,A,NA,,2016-06-17,
2099,1861-03-17,9999-12-31,063020,B925,CASANDRINO,CASANDRINO,,,63,063,15,NA,A,NA,,2016-06-17,
2101,1927-01-12,9999-12-31,002033,B928,CASANOVA ELVO,CASANOVA ELVO,,,2,002,01,VC,A,VC,,2016-06-17,
2100,1929-04-12,9999-12-31,009019,B927,CASANOVA LERRONE,CASANOVA LERRONE,,,9,009,07,SV,A,SV,,2016-06-17,
2102,1861-03-17,9999-12-31,018031,B929,CASANOVA LONATI,CASANOVA LONATI,,,18,018,03,PV,A,PV,,2016-06-17,
2103,1871-01-15,9999-12-31,058021,B932,CASAPE,CASAPE,,,58,058,12,RM,A,RM,,2016-06-17,
11128,1973-03-14,9999-12-31,061103,M260,CASAPESENNA,CASAPESENNA,,,61,061,15,CE,A,CE,,2016-06-17,
2104,1992-04-16,9999-12-31,096014,B933,CASAPINTA,CASAPINTA,,,96,096,01,BI,A,BI,,2016-06-17,
2106,1927-01-12,9999-12-31,057011,B934,CASAPROTA,CASAPROTA,,,57,057,12,RI,A,RI,,2016-06-17,
17008,1946-12-19,9999-12-31,061021,B935,CASAPULLA,CASAPULLA,,,61,061,15,CE,A,CE,,2016-06-17,
2108,1921-05-12,9999-12-31,075016,B936,CASARANO,CASARANO,,,75,075,16,LE,A,LE,,2016-06-17,
2109,1992-04-16,9999-12-31,097015,B937,CASARGO,CASARGO,,,97,097,03,LC,A,LC,,2016-06-17,
2111,1861-03-17,9999-12-31,015055,B938,CASARILE,CASARILE,,,15,015,03,MI,A,MI,,2016-06-17,
2113,1968-04-06,9999-12-31,093010,B940,CASARSA DELLA DELIZIA,CASARSA DELLA DELIZIA,,,93,093,06,PN,A,PN,,2016-06-17,
2112,1878-06-10,9999-12-31,010011,B939,CASARZA LIGURE,CASARZA LIGURE,,,10,010,07,GE,A,GE,,2016-06-17,
17009,1929-04-20,9999-12-31,006041,B941,CASASCO,CASASCO,,,6,006,01,AL,A,AL,,2016-06-17,
2117,1992-04-16,9999-12-31,097016,B943,CASATENOVO,CASATENOVO,,,97,097,03,LC,A,LC,,2016-06-17,
2120,1877-03-09,9999-12-31,018032,B945,CASATISMA,CASATISMA,,,18,018,03,PV,A,PV,,2016-06-17,
2121,1946-07-30,9999-12-31,063021,B946,CASAVATORE,CASAVATORE,,,63,063,15,NA,A,NA,,2016-06-17,
2122,1927-02-18,9999-12-31,016058,B947,CASAZZA,CASAZZA,,,16,016,03,BG,A,BG,,2016-06-17,
2123,1861-03-17,9999-12-31,054007,B948,CASCIA,CASCIA,,,54,054,10,PG,A,PG,,2016-06-17,
2124,1929-06-18,9999-12-31,012038,B949,CASCIAGO,CASCIAGO,,,12,012,03,VA,A,VA,,2016-06-17,
11198,2014-01-01,9999-12-31,050040,M327,CASCIANA TERME LARI,CASCIANA TERME LARI,,,50,050,09,PI,A,PI,,2016-06-17,
17010,1929-06-18,9999-12-31,050008,B950,CASCINA,CASCINA,,,50,050,09,PI,A,PI,,2016-06-17,
17011,1945-10-05,9999-12-31,001061,B953,CASCINETTE D'IVREA,CASCINETTE D'IVREA,,,1,001,01,TO,A,TO,,2016-06-17,
2129,1861-03-17,9999-12-31,018033,B954,CASEI GEROLA,CASEI GEROLA,,,18,018,03,PV,A,PV,,2016-06-17,
2130,1871-08-01,9999-12-31,001062,B955,CASELETTE,CASELETTE,,,1,001,01,TO,A,TO,,2016-06-17,
2131,1893-08-30,9999-12-31,010012,B956,CASELLA,CASELLA,,,10,010,07,GE,A,GE,,2016-06-17,
2135,1863-02-06,9999-12-31,065029,B959,CASELLE IN PITTARI,CASELLE IN PITTARI,,,65,065,15,SA,A,SA,,2016-06-17,
2137,1992-04-16,9999-12-31,098011,B961,CASELLE LANDI,CASELLE LANDI,,,98,098,03,LO,A,LO,,2016-06-17,
2133,1992-04-16,9999-12-31,098012,B958,CASELLE LURANI,CASELLE LURANI,,,98,098,03,LO,A,LO,,2016-06-17,
2136,1953-08-06,9999-12-31,001063,B960,CASELLE TORINESE,CASELLE TORINESE,,,1,001,01,TO,A,TO,,2016-06-17,
17012,1975-05-22,9999-12-31,061022,B963,CASERTA,CASERTA,,,61,061,15,CE,A,CE,,2016-06-17,
2142,1866-11-19,9999-12-31,026010,B965,CASIER,CASIER,,,26,026,05,TV,A,TV,,2016-06-17,
17013,1946-03-09,9999-12-31,080024,B966,CASIGNANA,CASIGNANA,,,80,080,18,RC,A,RC,,2016-06-17,
17014,1956-11-10,9999-12-31,035013,B967,CASINA,CASINA,,,35,035,08,RE,A,RE,,2016-06-17,
2149,1863-07-13,9999-12-31,016059,B971,CASIRATE D'ADDA,CASIRATE D'ADDA,,,16,016,03,BG,A,BG,,2016-06-17,
2151,1882-08-02,9999-12-31,013052,B974,CASLINO D'ERBA,CASLINO D'ERBA,,,13,013,03,CO,A,CO,,2016-06-17,
2153,1937-10-10,9999-12-31,013053,B977,CASNATE CON BERNATE,CASNATE CON BERNATE,,,13,013,03,CO,A,CO,,2016-06-17,
17015,1960-02-13,9999-12-31,016060,B978,CASNIGO,CASNIGO,,,16,016,03,BG,A,BG,,2016-06-17,
2156,1863-01-19,9999-12-31,063022,B980,CASOLA DI NAPOLI,CASOLA DI NAPOLI,,,63,063,15,NA,A,NA,,2016-06-17,
2155,2006-01-07,9999-12-31,045004,B979,CASOLA IN LUNIGIANA,CASOLA IN LUNIGIANA,,,45,045,09,MS,A,MS,,2016-06-17,
2158,1861-03-17,9999-12-31,039005,B982,CASOLA VALSENIO,CASOLA VALSENIO,,,39,039,08,RA,A,RA,,2016-06-17,
2160,1862-10-06,9999-12-31,052004,B984,CASOLE D'ELSA,CASOLE D'ELSA,,,52,052,09,SI,A,SI,,2016-06-17,
2161,1861-03-17,9999-12-31,069017,B985,CASOLI,CASOLI,,,69,069,13,CH,A,CH,,2016-06-17,
2164,1863-03-30,9999-12-31,018034,B988,CASORATE PRIMO,CASORATE PRIMO,,,18,018,03,PV,A,PV,,2016-06-17,
2163,1927-01-12,9999-12-31,012039,B987,CASORATE SEMPIONE,CASORATE SEMPIONE,,,12,012,03,VA,A,VA,,2016-06-17,
2165,1909-10-01,9999-12-31,015058,B989,CASOREZZO,CASOREZZO,,,15,015,03,MI,A,MI,,2016-06-17,
17016,1958-03-15,9999-12-31,063023,B990,CASORIA,CASORIA,,,63,063,15,NA,A,NA,,2016-06-17,
2167,1935-04-08,9999-12-31,005020,B991,CASORZO,CASORZO,,,5,005,01,AT,A,AT,,2016-06-17,
513,1947-08-17,9999-12-31,057012,A472,CASPERIA,CASPERIA,,,57,057,12,RI,A,RI,,2016-06-17,
2169,1861-03-17,9999-12-31,014013,B993,CASPOGGIO,CASPOGGIO,,,14,014,03,SO,A,SO,,2016-06-17,
2170,1968-04-06,9999-12-31,030019,B994,CASSACCO,CASSACCO,,,30,030,06,UD,A,UD,,2016-06-17,
2173,1992-04-16,9999-12-31,097017,B996,CASSAGO BRIANZA,CASSAGO BRIANZA,,,97,097,03,LC,A,LC,,2016-06-17,
2177,1863-01-19,9999-12-31,078029,C002,CASSANO ALL'IONIO,CASSANO ALL'IONIO,,,78,078,18,CS,A,CS,,2016-06-17,
2178,1869-03-11,9999-12-31,015059,C003,CASSANO D'ADDA,CASSANO D'ADDA,,,15,015,03,MI,A,MI,,2016-06-17,
2175,1863-01-19,9999-12-31,072016,B998,CASSANO DELLE MURGE,CASSANO DELLE MURGE,,,72,072,16,BA,A,BA,,2016-06-17,
2174,1863-02-06,9999-12-31,064021,B997,CASSANO IRPINO,CASSANO IRPINO,,,64,064,15,AV,A,AV,,2016-06-17,
2179,1927-01-12,9999-12-31,012040,C004,CASSANO MAGNAGO,CASSANO MAGNAGO,,,12,012,03,VA,A,VA,,2016-06-17,
22994,2018-01-01,9999-12-31,006191,M388,CASSANO SPINOLA,CASSANO SPINOLA,,,6,006,01,AL,A,AL,,2018-01-16,
2176,1927-01-12,9999-12-31,012041,B999,CASSANO VALCUVIA,CASSANO VALCUVIA,,,12,012,03,VA,A,VA,,2016-06-17,
2181,1861-03-17,9999-12-31,089007,C006,CASSARO,CASSARO,,,89,089,19,SR,A,SR,,2016-06-17,
2182,1861-03-17,9999-12-31,016061,C007,CASSIGLIO,CASSIGLIO,,,16,016,03,BG,A,BG,,2016-06-17,
2189,1870-08-02,9999-12-31,015060,C014,CASSINA DE' PECCHI,CASSINA DE' PECCHI,,,15,015,03,MI,A,MI,,2016-06-17,
2194,1861-03-17,9999-12-31,013055,C020,CASSINA RIZZARDI,CASSINA RIZZARDI,,,13,013,03,CO,A,CO,,2016-06-17,
2198,1992-04-16,9999-12-31,097018,C024,CASSINA VALSASSINA,CASSINA VALSASSINA,,,97,097,03,LC,A,LC,,2016-06-17,
2196,1935-04-08,9999-12-31,005021,C022,CASSINASCO,CASSINASCO,,,5,005,01,AT,A,AT,,2016-06-17,
2201,1861-03-17,9999-12-31,006043,C027,CASSINE,CASSINE,,,6,006,01,AL,A,AL,,2016-06-17,
17018,1917-01-29,9999-12-31,006044,C030,CASSINELLE,CASSINELLE,,,6,006,01,AL,A,AL,,2016-06-17,
2206,1862-12-01,9999-12-31,015061,C033,CASSINETTA DI LUGAGNANO,CASSINETTA DI LUGAGNANO,,,15,015,03,MI,A,MI,,2016-06-17,
2207,1963-08-27,9999-12-31,060019,C034,CASSINO,CASSINO,,,60,060,12,FR,A,FR,,2016-06-17,
2210,1866-11-19,9999-12-31,024026,C037,CASSOLA,CASSOLA,,,24,024,05,VI,A,VI,,2016-06-17,
2211,1861-03-17,9999-12-31,018035,C038,CASSOLNOVO,CASSOLNOVO,,,18,018,03,PV,A,PV,,2016-06-17,
2214,1866-11-19,9999-12-31,023020,C041,CASTAGNARO,CASTAGNARO,,,23,023,05,VR,A,VR,,2016-06-17,
2216,1929-06-04,9999-12-31,049006,C044,CASTAGNETO CARDUCCI,CASTAGNETO CARDUCCI,,,49,049,09,LI,A,LI,,2016-06-17,
2217,1948-05-07,9999-12-31,001064,C045,CASTAGNETO PO,CASTAGNETO PO,,,1,001,01,TO,A,TO,,2016-06-17,
2218,1861-03-17,9999-12-31,004046,C046,CASTAGNITO,CASTAGNITO,,,4,004,01,CN,A,CN,,2016-06-17,
2221,1947-10-01,9999-12-31,005022,C049,CASTAGNOLE DELLE LANZE,CASTAGNOLE DELLE LANZE,,,5,005,01,AT,A,AT,,2016-06-17,
2219,1935-04-08,9999-12-31,005023,C047,CASTAGNOLE MONFERRATO,CASTAGNOLE MONFERRATO,,,5,005,01,AT,A,AT,,2016-06-17,
2220,1864-04-01,9999-12-31,001065,C048,CASTAGNOLE PIEMONTE,CASTAGNOLE PIEMONTE,,,1,001,01,TO,A,TO,,2016-06-17,
17019,1948-12-26,9999-12-31,018036,C050,CASTANA,CASTANA,,,18,018,03,PV,A,PV,,2016-06-17,
2224,1958-08-28,9999-12-31,015062,C052,CASTANO PRIMO,CASTANO PRIMO,,,15,015,03,MI,A,MI,,2016-06-17,
2225,1861-03-17,9999-12-31,018037,C053,CASTEGGIO,CASTEGGIO,,,18,018,03,PV,A,PV,,2016-06-17,
2227,2002-10-26,9999-12-31,017040,C055,CASTEGNATO,CASTEGNATO,,,17,017,03,BS,A,BS,,2016-06-17,
2228,1866-11-19,9999-12-31,024027,C056,CASTEGNERO,CASTEGNERO,,,24,024,05,VI,A,VI,,2016-06-17,
2230,1861-03-17,9999-12-31,064022,C058,CASTEL BARONIA,CASTEL BARONIA,,,64,064,15,AV,A,AV,,2016-06-17,
2236,1935-04-08,9999-12-31,005024,C064,CASTEL BOGLIONE,CASTEL BOGLIONE,,,5,005,01,AT,A,AT,,2016-06-17,
2237,1861-03-17,9999-12-31,039006,C065,CASTEL BOLOGNESE,CASTEL BOLOGNESE,,,39,039,08,RA,A,RA,,2016-06-17,
1626,1945-09-01,9999-12-31,061023,B494,CASTEL CAMPAGNANO,CASTEL CAMPAGNANO,,,61,061,15,CE,A,CE,,2016-06-17,
2213,1863-07-13,9999-12-31,067010,C040,CASTEL CASTAGNA,CASTEL CASTAGNA,,,67,067,13,TE,A,TE,,2016-06-17,
2359,1955-08-04,9999-12-31,022045,C183,CASTEL CONDINO,CASTEL CONDINO,,,22,022,04,TN,A,TN,,2016-06-17,
2248,1861-03-17,9999-12-31,037013,C075,CASTEL D'AIANO,CASTEL D'AIANO,,,37,037,08,BO,A,BO,,2016-06-17,
2249,1867-06-24,9999-12-31,020014,C076,CASTEL D'ARIO,CASTEL D'ARIO,,,20,020,03,MN,A,MN,,2016-06-17,
16863,1941-12-10,9999-12-31,023021,C078,CASTEL D'AZZANO,CASTEL D'AZZANO,,,23,023,05,VR,A,VR,,2016-06-17,
2256,1970-03-03,9999-12-31,094009,C082,CASTEL DEL GIUDICE,CASTEL DEL GIUDICE,,,94,094,14,IS,A,IS,,2016-06-17,
2258,1861-03-17,9999-12-31,066026,C083,CASTEL DEL MONTE,CASTEL DEL MONTE,,,66,066,13,AQ,A,AQ,,2016-06-17,
16864,1956-06-13,9999-12-31,053004,C085,CASTEL DEL PIANO,CASTEL DEL PIANO,,,53,053,09,GR,A,GR,,2016-06-17,
2261,1910-02-11,9999-12-31,037014,C086,CASTEL DEL RIO,CASTEL DEL RIO,,,37,037,08,BO,A,BO,,2016-06-17,
2147,1926-01-22,9999-12-31,037015,B969,CASTEL DI CASIO,CASTEL DI CASIO,,,37,037,08,BO,A,BO,,2016-06-17,
2265,1861-03-17,9999-12-31,066027,C090,CASTEL DI IERI,CASTEL DI IERI,,,66,066,13,AQ,A,AQ,,2016-06-17,
2266,1934-03-07,9999-12-31,087013,C091,CASTEL DI IUDICA,CASTEL DI IUDICA,,,87,087,19,CT,A,CT,,2016-06-17,
2268,1862-11-24,9999-12-31,044011,C093,CASTEL DI LAMA,CASTEL DI LAMA,,,44,044,11,AP,A,AP,,2016-06-17,
2269,1863-05-06,9999-12-31,083013,C094,CASTEL DI LUCIO,CASTEL DI LUCIO,,,83,083,19,ME,A,ME,,2016-06-17,
2271,1861-03-17,9999-12-31,066028,C096,CASTEL DI SANGRO,CASTEL DI SANGRO,,,66,066,13,AQ,A,AQ,,2016-06-17,
2272,1945-09-01,9999-12-31,061024,C097,CASTEL DI SASSO,CASTEL DI SASSO,,,61,061,15,CE,A,CE,,2016-06-17,
2273,1948-03-21,9999-12-31,057013,C098,CASTEL DI TORA,CASTEL DI TORA,,,57,057,12,RI,A,RI,,2016-06-17,
2277,1861-03-17,9999-12-31,051008,C102,CASTEL FOCOGNANO,CASTEL FOCOGNANO,,,51,051,09,AR,A,AR,,2016-06-17,
2289,1864-02-10,9999-12-31,069018,C114,CASTEL FRENTANO,CASTEL FRENTANO,,,69,069,13,CH,A,CH,,2016-06-17,
2290,1862-12-19,9999-12-31,019024,C115,CASTEL GABBIANO,CASTEL GABBIANO,,,19,019,03,CR,A,CR,,2016-06-17,
2291,1871-01-15,9999-12-31,058022,C116,CASTEL GANDOLFO,CASTEL GANDOLFO,,,58,058,12,RM,A,RM,,2016-06-17,
2292,1937-08-22,9999-12-31,055009,C117,CASTEL GIORGIO,CASTEL GIORGIO,,,55,055,10,TR,A,TR,,2016-06-17,
2293,1873-10-18,9999-12-31,020015,C118,CASTEL GOFFREDO,CASTEL GOFFREDO,,,20,020,03,MN,A,MN,,2016-06-17,
2296,1876-11-10,9999-12-31,037016,C121,CASTEL GUELFO DI BOLOGNA,CASTEL GUELFO DI BOLOGNA,,,37,037,08,BO,A,BO,,2016-06-17,
11233,2016-01-01,9999-12-31,022240,M354,CASTEL IVANO,CASTEL IVANO,,,22,022,04,TN,A,TN,,2016-06-17,
16876,1938-12-27,9999-12-31,058023,C203,CASTEL MADAMA,CASTEL MADAMA,,,58,058,12,RM,A,RM,,2016-06-17,
2382,1861-03-17,9999-12-31,037019,C204,CASTEL MAGGIORE,CASTEL MAGGIORE,,,37,037,08,BO,A,BO,,2016-06-17,
2386,1864-06-23,9999-12-31,017042,C208,CASTEL MELLA,CASTEL MELLA,,,17,017,03,BS,A,BS,,2016-06-17,
2389,1945-09-01,9999-12-31,061026,C211,CASTEL MORRONE,CASTEL MORRONE,,,61,061,15,CE,A,CE,,2016-06-17,
2434,1930-09-14,9999-12-31,054008,C252,CASTEL RITALDI,CASTEL RITALDI,,,54,054,10,PG,A,PG,,2016-06-17,
2435,1935-04-08,9999-12-31,005032,C253,CASTEL ROCCHERO,CASTEL ROCCHERO,,,5,005,01,AT,A,AT,,2016-06-17,
2437,1861-03-17,9999-12-31,016063,C255,CASTEL ROZZONE,CASTEL ROZZONE,,,16,016,03,BG,A,BG,,2016-06-17,
2441,1961-02-01,9999-12-31,065034,C259,CASTEL SAN GIORGIO,CASTEL SAN GIORGIO,,,65,065,15,SA,A,SA,,2016-06-17,
2443,1861-03-17,9999-12-31,033013,C261,CASTEL SAN GIOVANNI,CASTEL SAN GIOVANNI,,,33,033,08,PC,A,PC,,2016-06-17,
2444,1861-03-17,9999-12-31,065035,C262,CASTEL SAN LORENZO,CASTEL SAN LORENZO,,,65,065,15,SA,A,SA,,2016-06-17,
2445,1868-04-01,9999-12-31,051010,C263,CASTEL SAN NICCOLÒ,CASTEL SAN NICCOLO',,,51,051,09,AR,A,AR,,2016-06-17,
2448,1872-11-24,9999-12-31,058025,C266,CASTEL SAN PIETRO ROMANO,CASTEL SAN PIETRO ROMANO,,,58,058,12,RM,A,RM,,2016-06-17,
2447,1959-05-31,9999-12-31,037020,C265,CASTEL SAN PIETRO TERME,CASTEL SAN PIETRO TERME,,,37,037,08,BO,A,BO,,2016-06-17,
2453,1970-03-03,9999-12-31,094012,C270,CASTEL SAN VINCENZO,CASTEL SAN VINCENZO,,,94,094,14,IS,A,IS,,2016-06-17,
2450,1927-01-12,9999-12-31,057015,C268,CASTEL SANT'ANGELO,CASTEL SANT'ANGELO,,,57,057,12,RI,A,RI,,2016-06-17,
2451,1927-01-12,9999-12-31,056017,C269,CASTEL SANT'ELIA,CASTEL SANT'ELIA,,,56,056,12,VT,A,VT,,2016-06-17,
2472,1937-08-22,9999-12-31,055010,C289,CASTEL VISCARDO,CASTEL VISCARDO,,,55,055,10,TR,A,TR,,2016-06-17,
2285,1862-11-10,9999-12-31,008015,C110,CASTEL VITTORIO,CASTEL VITTORIO,,,8,008,07,IM,A,IM,,2016-06-17,
16943,1945-09-01,9999-12-31,061027,C291,CASTEL VOLTURNO,CASTEL VOLTURNO,,,61,061,15,CE,A,CE,,2016-06-17,
2229,1866-11-19,9999-12-31,028029,C057,CASTELBALDO,CASTELBALDO,,,28,028,05,PD,A,PD,,2016-06-17,
2231,1866-11-19,9999-12-31,020013,C059,CASTELBELFORTE,CASTELBELFORTE,,,20,020,03,MN,A,MN,,2016-06-17,
2232,1861-03-17,9999-12-31,042008,C060,CASTELBELLINO,CASTELBELLINO,,,42,042,11,AN,A,AN,,2016-06-17,
21882,1980-08-20,9999-12-31,021018,C062,CASTELBELLO-CIARDES,CASTELBELLO-CIARDES,KASTELBELL-TSCHARS,KASTELBELL-TSCHARS,21,021,04,BZ,A,BZ,,2016-06-17,
2235,1927-01-12,9999-12-31,009020,C063,CASTELBIANCO,CASTELBIANCO,,,9,009,07,SV,A,SV,,2016-06-17,
2238,1970-03-03,9999-12-31,070013,C066,CASTELBOTTACCIO,CASTELBOTTACCIO,,,70,070,14,CB,A,CB,,2016-06-17,
2239,1861-03-17,9999-12-31,082022,C067,CASTELBUONO,CASTELBUONO,,,82,082,19,PA,A,PA,,2016-06-17,
2241,1864-02-02,9999-12-31,065030,C069,CASTELCIVITA,CASTELCIVITA,,,65,065,15,SA,A,SA,,2016-06-17,
2245,1861-03-17,9999-12-31,017041,C072,CASTELCOVATI,CASTELCOVATI,,,17,017,03,BS,A,BS,,2016-06-17,
17020,1946-04-26,9999-12-31,026011,C073,CASTELCUCCO,CASTELCUCCO,,,26,026,05,TV,A,TV,,2016-06-17,
2247,1861-03-17,9999-12-31,082023,C074,CASTELDACCIA,CASTELDACCIA,,,82,082,19,PA,A,PA,,2016-06-17,
2253,2009-08-15,9999-12-31,099021,C080,CASTELDELCI,CASTELDELCI,,,99,099,08,RN,A,RN,,2016-06-17,
2255,1861-03-17,9999-12-31,004047,C081,CASTELDELFINO,CASTELDELFINO,,,4,004,01,CN,A,CN,,2016-06-17,
2264,1861-03-17,9999-12-31,019023,C089,CASTELDIDONE,CASTELDIDONE,,,19,019,03,CR,A,CR,,2016-06-17,
2275,1861-03-17,9999-12-31,042010,C100,CASTELFIDARDO,CASTELFIDARDO,,,42,042,11,AN,A,AN,,2016-06-17,
2276,1876-03-20,9999-12-31,048010,C101,CASTELFIORENTINO,CASTELFIORENTINO,,,48,048,09,FI,A,FI,,2016-06-17,
2279,1984-03-06,9999-12-31,059004,C104,CASTELFORTE,CASTELFORTE,,,59,059,12,LT,A,LT,,2016-06-17,
2280,1861-03-17,9999-12-31,064023,C105,CASTELFRANCI,CASTELFRANCI,,,64,064,15,AV,A,AV,,2016-06-17,
2288,1925-11-30,9999-12-31,050009,C113,CASTELFRANCO DI SOTTO,CASTELFRANCO DI SOTTO,,,50,050,09,PI,A,PI,,2016-06-17,
2282,1940-09-07,9999-12-31,036006,C107,CASTELFRANCO EMILIA,CASTELFRANCO EMILIA,,,36,036,08,MO,A,MO,,2016-06-17,
2281,1863-02-06,9999-12-31,062016,C106,CASTELFRANCO IN MISCANO,CASTELFRANCO IN MISCANO,,,62,062,15,BN,A,BN,,2016-06-17,
11193,2014-01-01,9999-12-31,051040,M322,CASTELFRANCO PIANDISCÒ,CASTELFRANCO PIANDISCO',,,51,051,09,AR,A,AR,,2016-06-17,
2286,1867-11-25,9999-12-31,026012,C111,CASTELFRANCO VENETO,CASTELFRANCO VENETO,,,26,026,05,TV,A,TV,,2016-06-17,
22998,2018-01-01,9999-12-31,098062,M393,CASTELGERUNDO,CASTELGERUNDO,,,98,098,03,LO,A,LO,,2018-01-16,
2294,1866-11-19,9999-12-31,024028,C119,CASTELGOMBERTO,CASTELGOMBERTO,,,24,024,05,VI,A,VI,,2016-06-17,
2295,1861-03-17,9999-12-31,076021,C120,CASTELGRANDE,CASTELGRANDE,,,76,076,17,PZ,A,PZ,,2016-06-17,
2297,1866-11-19,9999-12-31,029011,C122,CASTELGUGLIELMO,CASTELGUGLIELMO,,,29,029,05,RO,A,RO,,2016-06-17,
2298,1861-03-17,9999-12-31,069019,C123,CASTELGUIDONE,CASTELGUIDONE,,,69,069,13,CH,A,CH,,2016-06-17,
2300,1861-03-17,9999-12-31,065031,C125,CASTELLABATE,CASTELLABATE,,,65,065,15,SA,A,SA,,2016-06-17,
2301,1861-03-17,9999-12-31,066029,C126,CASTELLAFIUME,CASTELLAFIUME,,,66,066,13,AQ,A,AQ,,2016-06-17,
