url	job_id	message	status	status_ext
https://www.mise.gov.it/index.php/it/open-data/elenco-dataset/2032336-carburanti-prezzi-praticati-e-anagrafica-degli-impianti	f838a44e-dfdc-4513-a707-3b18925f0203	The same snapshot had been made 361 minutes and 29 seconds ago. We only allow new captures of the same URL every 720 minutes.		
https://www.serviziocontrattipubblici.it/SPInApp/it/works_unfinished.page	55b22803-9473-4c2e-bc99-1a380ed33d14	The same snapshot had been made 7563 minutes and 3 seconds ago. We only allow new captures of the same URL every 10079 minutes.		
https://anagrafe.iccu.sbn.it/it/open-data	928d247b-290c-4631-b5ee-3809e6d19df6	The same snapshot had been made 6122 minutes and 27 seconds ago. We only allow new captures of the same URL every 10079 minutes.		
https://www.politicheagricole.it/flex/cm/pages/ServeBLOB.php/L/IT/IDPagina/11260	79464e69-8b3b-4422-97a0-2df9f3cc216b	The same snapshot had been made 1367 minutes and 55 seconds ago. We only allow new captures of the same URL every 10079 minutes.		
https://developers.italia.it/it/api	de99fc0d-c0a2-439f-9272-be90c79ac53a	The same snapshot had been made 1372 minutes and 18 seconds ago. We only allow new captures of the same URL every 10079 minutes.		
http://www.aci.it/laci/studi-e-ricerche/dati-e-statistiche/open-data.html	b9dc04e2-4b56-4145-81a1-0f833f388339	The same snapshot had been made 1372 minutes and 19 seconds ago. We only allow new captures of the same URL every 10079 minutes.		
https://www.anpr.interno.it/portale/tabelle-di-riferimento	3868df9a-7cb1-4ca2-8917-42a8508e75dd	The same snapshot had been made 1372 minutes and 17 seconds ago. We only allow new captures of the same URL every 10079 minutes.		
https://www.cciss.it/web/cciss/database-rds-tmc	665bfc21-ff7b-4f69-b8e4-4c8afa2558a7	The same snapshot had been made 4682 minutes and 30 seconds ago. We only allow new captures of the same URL every 10079 minutes.		
https://github.com/pcm-dpc/COVID-19-Verbali-CTS/blob/master/elenco-verbali.md	74ce4dcb-0786-45d1-a52c-a51b84f16421	The same snapshot had been made 406 minutes and 5 seconds ago. We only allow new captures of the same URL every 1440 minutes.		
https://dait.interno.gov.it/territorio-e-autonomie-locali/sut/open_data.php	6689d2b4-7fca-4a2a-95ca-fa4ede582a9a	The same snapshot had been made 1372 minutes and 36 seconds ago. We only allow new captures of the same URL every 10079 minutes.		
https://www.agid.gov.it/it/agenzia/difensore-civico-il-digitale/segnalazioni-cad/inviti-pa	8f57f443-24c1-483a-b6c0-e1ad6c9a1949	The same snapshot had been made 172 minutes and 58 seconds ago. We only allow new captures of the same URL every 10079 minutes.		
https://servizi.anticorruzione.it/portal/classic/Servizi/RicercaAttestazioni	ef7c96e0-71d7-4207-91f9-459ee4448b97	The same snapshot had been made 107 minutes and 40 seconds ago. We only allow new captures of the same URL every 10079 minutes.		
https://www.catasto-rifiuti.isprambiente.it/index.php?pg=downloadComune	fc9aec10-c859-4975-ad01-c689c6d4fefb	The same snapshot had been made 74 minutes and 12 seconds ago. We only allow new captures of the same URL every 10079 minutes.		
https://www.epicentro.iss.it/coronavirus/sars-cov-2-sorveglianza-dati	b0fc1764-7540-48ea-8ef3-ba46801d4831			
		You have already reached the limit of active sessions.	error	error:user-session-limit
http://www.governo.it/it/coronavirus-normativa	d0d9d273-4ee2-4450-87a6-e575f49e03bd	The same snapshot had been made 67 minutes and 47 seconds ago. We only allow new captures of the same URL every 720 minutes.		
https://bit.ly/2Umw1EZ	018a73fb-fac7-4186-a504-8f22337cd4af			
https://www.agenas.gov.it/covid19/web/index.php?r=site/tab1	b265b898-1450-4b4d-b368-cb42debc9f12	The same snapshot had been made 369 minutes and 24 seconds ago. We only allow new captures of the same URL every 720 minutes.		
https://parlamento18.camera.it/199	d6f7cce1-908a-41ab-9747-7dc351e5952b	The same snapshot had been made 21 minutes and 33 seconds ago. We only allow new captures of the same URL every 21600 minutes.		
